id,tweet,label2,label
2700,councils report large increases in waste during covid-19 outbreak,neutral,1
2701,"you are ridiculous. whine, whine, whine. this pandemic is not about you and your feelings. what it",negative,0
2702,the trump administration paid a bankrupt company with zero employees $55 million for n95 ma,neutral,1
2703,if you missed the st three episodes of the masked influencer livestream show here is the link. ),negative,0
2704,"did you know: ,000+ americans have died from the coronavirus. donald trump has been doing nothin",negative,0
2705,isnt it time this ppe degree is being subjected to a parliamentary inquiry? regarded as one of the,neutral,1
2706,my first and only child shares a birthday week with covid. can you imagine the world today being t,positive,2
2707,in what forum? neither the guidance or the legislation give employers any right of a,neutral,1
2708,hows everyone doing? are you holding up ok? ,neutral,1
2709,coronavirus exerts heavy toll on filipino community in uk,neutral,1
271,- a sub-inspector staying in model town police colony has tested positive for . his son and wife,positive,2
2710,what happened to we move yall moved past that too?,neutral,1
2711,"dhs: covid-19 is changing potential terror targets; grocery stores, even testing sites should be vigilant |",negative,0
2712,get chipped and the purchase is a kitkat chocolate bar.,neutral,1
2713,rbi adds another rs lakh crore of funding support as lockdown extends download the toi a,positive,2
2714,are the best mf people i swear,positive,2
2715,i cant wait for this lockdown to be over so i can play s gumbody while im with that special someon,positive,2
2716,"islam is the only religion which is named after submission to one god. the follower of islam becomes a muslim, mean",positive,2
2717,bacon wrapped bacon. whos with me?,neutral,1
2718,covid-19. should have stayed home.,positive,2
2719,wapo reporter: tax provisions in coronavirus stimulus package help wealthy via,neutral,1
272,nonono! they think exclude them as the hkgov are propagandists &amp; is them to assist the spreading of,negative,0
2720,soooo how many quarantine daddies you got right now !?! lmaoo,positive,2
2721,coronavirus: ebonyi govt grants unconditional pardon to convicts,neutral,1
2722,"day of lockdown, my trim is hella mad right now.",negative,0
2723,coronavirus has eed what a sham america is. everybody can see what capitalism has built.,neutral,1
2724,"eric theres a lot of problems with ochsner that mr thomas is aware of thats not reported, my jw mom",neutral,1
2725,using all this time social distancing to work on your pechakucha night waterville proposal? smart! heres a tool th,positive,2
2726,left just got beaten down. have fun with your purity. p,positive,2
2727,especially after cuomo bitch slapped him this morning....,negative,0
2728,"every literate canadian recognizes be it harper, scheer or mackay in charge canadas conservative reform party libe",positive,2
2729,"would you take the covid vaccine if offered??? i know i would not, never had a flu vaccine either.",neutral,1
273,understanding happy hypoxemia physiology via this,positive,2
2730,doctors eress concern over cdc guidelines that inflate ccp virus deaths: state senator,neutral,1
2731,"face shields delivered by john ammons to iredell memorial hospital () in statesville, north carolina.",neutral,1
2732,covid19 truth: the home ministry on thursday said there were multiple reports about contacts between the rohingya a,positive,2
2733,"my grand father passed away today, within a week of being tested positive for covid . i hope you take it serious",positive,2
2734,"and this is exactly why we have been kept in lock down, idiots",neutral,1
2735,eerts reveal strange symptom of coronavirus: colour of your toes (photos),neutral,1
2736,not with the face mask on hahaha.,positive,2
2737,boat landings reopened at noon. this message still applies. follow social distancing only p,neutral,1
2738,the rapper,neutral,1
2739,"this will be for one specific virus, so not really comparable to the flu vaccine.",neutral,1
274,"our new mono block for the crosshair viii impact motherboard features a tough acrylic top, along with a b",negative,0
2740,thank you to my friend senator for sharing three ways to request your vote-by-mail ballot. make,positive,2
2741,even in florida with a very weak stay at home the numbers are higher. its estimated in jacksonville over k people are positive,neutral,1
2742,"sc has almost ,000 confirmed cases &amp; reported deaths from -but our peak is still almost weeks away.",positive,2
2743,quarantine part out now streaming on continue to stay safe and let the music continue t,positive,2
2744,"theres this guy in my neighborhood driving around in his pickup truck honking at people not wearing masks, but hes not even wearing a mask",neutral,1
2745,that saying is an interpretation of james :14-26 which says faith with,negative,0
2746,they spite all of us! not just our president. they have sold out our country and i pray we make it back to higher v,negative,0
2747,heres a video of our quarantine puppy discovering herself in the mirror for the first time,neutral,1
2748,we can all combat the spread of the coronavirus . tune in on april for a special one-night event,negative,0
2749,its hilarious that leftists are defending nancy pelosis tweet in chinatown. its so defensible that she deleted,positive,2
275,when you scraped your knee in jeans and kept playing and then you ripped that shit off when you try to take your pa,neutral,1
2750,i sometimes pray that some people wouldnt be attracted to me sexually but nope that never happens,positive,2
2751,why does the coronavirus spread so easily between people?,neutral,1
2752,£20 million - isnt that the amount you wasted on chinese antibody tests that dont work?,neutral,1
2753,"chinas authoritarian instinct to suppress bad news enabled the virus to elode in wuhan in december, when it mig",negative,0
2754,good evening beautiful people who fancies spicing up with bottle of boom sauce? not just a condiment but,positive,2
2755,the rightwing groups behind wave of protests against covid-19 restrictions | via guardian,neutral,1
2756,i was going to post the pic of me after i downed labbats coppers in under secs for my image but then i,neutral,1
2757,my cousin was fucking my ex and she snapped a pic of eating some chicken spot on his bed with the sheets i bought.,neutral,1
2758,"why is putin puppet trump inciting violence in michigan and other states? hes a gynephobe and he fears women, incl",negative,0
2759,look what you turned me into. stripped of all masculinity im a faggot slut taking your husband dick in places we c,negative,0
276,people have to decide either they remains corona -ve or they want yo have fruits &amp; vegetab,positive,2
2760,"la county, in coordination with the city of la, is partnering with to provide free housing to up to ,000 f",negative,0
2761,san diego comic-con canceled due to coronavirus,neutral,1
2762,"this week, our newark students wrote thank you letters to healthcare workers, eressing their gratitude for keepin",positive,2
2763,were having new episodes this sunday! thats confirmed by luans va who appeared in jessica borutskis livestream,positive,2
2764,who warning: no evidence that antibody tests can show coronavirus immunity,neutral,1
2765,"we arent denying demis finsta is real, we are denying the validity of those posts. her account is private, yall",negative,0
2766,i honestly dont think i want to end anytime soon: i definitely want the world to be healthy + i,neutral,1
2767,. is taking legal action against after being eed in the as one of the sen,positive,2
2768,a quarantine cant stop from performing their new hit. check out this performance from their home stud,neutral,1
2769,why are the public being encouraged to wear face masks when hcws who need them are being red,positive,2
277,i have no plans to leave my house once trump reopens the country. im going to stay in until i run out of money o,neutral,1
2770,trump is responsible for spending all of february golfing or having a rally...and the coron,negative,0
2771,wow.... thankyou... i approve sir,positive,2
2772,"when it comes to social distancing &amp; quarantine, we need to take every step possible to ensure people can comply. i",neutral,1
2773,teacher :what happened in ? student: abraham lincoln was born. teacher :what happened in ? student: abra,neutral,1
2774,popcrave reported the selena liking jb pictures on instagram like minutes after it happened but their real quiet right now...,positive,2
2775,imagine if the corner bakery or barbershop could issue junk bonds supported by fed reserve loan-to-treasury spv pro,positive,2
2776,always here to put a smile on my face,positive,2
2777,"after eure &amp; infection, people start feeling sick about days later. this is just an average, it can",negative,0
2778,all of these. almost completed on house purchase. then,neutral,1
2779,no where. stuck in quarantine,neutral,1
278,i have to actually disappear now bc i have to cram on a work assignment ,neutral,1
2780,he gonna play trapped in the closet part -69 and its game over,neutral,1
2781,"nah as in youve gotta be a very special kind of person, one of very few t",positive,2
2782,saint john transit prepares to implement a temporary reduction to its services due to covid-19,neutral,1
2783,appearances clean sheets. al saed salifu hbd bro.,neutral,1
2784,"while trapped in the line at the bank, the guard was my captive audience. i told him that head of who had been in a",negative,0
2785,not sure the boys understand social distancing,neutral,1
2786,"both can be true that (1) china screwed up and covered up and (2) trump ignored, delayed, and screwed up our respon",negative,0
2787,"the conditions inside the detention centers, such as over crowdedness, unsanitary living conditions and poor nutrit",negative,0
2788,a plan that must happen,neutral,1
2789,"khidr shows musa, (and is showing us) that we can never presume that we know (or will understand) enough.",neutral,1
279,this is me if i got my haircut like i was supposed to before we went on lockdown,positive,2
2790,"[sponsored] tg arla, makers of dano milk commits n150 million to health &amp; well-being of nigerians anno",positive,2
2791,third season,neutral,1
2792,i see this quarantine getting to yall,neutral,1
2793,this is how black lives matter is making a difference in toronto during the pandemic,neutral,1
2794,i dont take responsibility at all. donald j. trump its on,neutral,1
2795,with the election law changes they are just trying to determine the results of the next election b,neutral,1
2796,why senators got angry with pence on tense phone call senator angus king (i-vt) got angry with vice president mike,negative,0
2797,how about some basic guidelines/requirements for reopening: % of states population tested full month of n95,neutral,1
2798,man the battlements! secure the drawbridge! the virus is coming! or worse. the incompetence is c,negative,0
2799,heres a little drawing i did for tenderly to accompany a quote i really love today also happens to be,positive,2
28,whats happening in the mortgage industry? refinances are thriving! ,neutral,1
280,"this quarantine has been really getting to me and my productivity, so i did s to help me through",positive,2
2800,"this will take time to get use to, but face coverings will be essential when we eventually begin to relax the stay",positive,2
2801,"thank you, pharmacists &amp; pharmacy techs, warehouse employees, store staff and all who make it possible f",positive,2
2802,to be very honest. nothing is gonna happen. the leaders or rulers are slaves of market,negative,0
2803,we all know the lion king remake is a pile of corporate greed wrapped with intents of leaching off of nostalgia to,negative,0
2804,"the problem is the not co-operating, spitting, misbehaving with doc",negative,0
2805,"old dealer group got bought out by new dealer group, new dealer group didnt want to deal wit",negative,0
2806,leaders can be forgiven for doing the wrong thing early on in the pandemic when they didnt know better. but now t,neutral,1
2807,"worst pandemic in a century, indeed. brought to you directly by &amp; policies of open bord",negative,0
2808,it seems celebration of a relationship with china was premature if not understood in context. -funding,neutral,1
2809,in the states we are being reminded non-stop about the quarantine on tv. i turn it on for a distract,negative,0
281,"grilled balsamic marinated chicken, fresh mozzarella, roasted red peppers and arugula on a toasted baguette. of t",positive,2
2810,"the michigan messiah came out and saw her shadow, so more weeks of self-quarantine for you unappreciative souls",neutral,1
2811,"actually dude, it was wuhan who doubled their death count numbers, not china. there is a big diffe",negative,0
2812,no money in cures....only in treatments and vaccines......no vax for me,neutral,1
2813,"appearing in english for the first time, a comic by the legendary manga artist yoshiharu tsuge:",neutral,1
2814,why is the taayer funded broadcaster trying to cover up for china releasing a bio weapon .,neutral,1
2815,"environmental health officers (staffs of ), and men of seeing at the continous dail",neutral,1
2816,dont let quarantine become an excuse for you to neglect your hygiene,neutral,1
2817,"amazon might tell us that speed matters in business, but bezos, as reflected in his modus operandi so far during",neutral,1
2818,"death toll of rising everyday. china and her people in put a lot of life at risk. fathers, mothers",negative,0
2819,thank you! ive been saying that once the tr,positive,2
282,"i have not prayed in + years. tonight i stepped outside, looked into the abyss and prayed that this hero, and all",positive,2
2820,"they are also eing everyone else. how many first responders, healthcare workers or a",negative,0
2821,this is true but the reality is that is not happening until the next election unless you can impeach.,positive,2
2822,even less reason to be out in public then and if she was s wouldnt they be have every ppe im,positive,2
2823,) donated mask for the friends of the childrens justice centerscjcs statewide interview children who are victims,negative,0
2824,sweden didnt shut down. whats happening to its curve?,neutral,1
2825,kudos to the great state of california! we are setting the tone for the rest of the states to follow,positive,2
2826,"what did they think was going to happen? no one is immune to this virus, no matter where you live.",neutral,1
2827,why the who faked a pandemic &amp;; revealing forbes op-ed,neutral,1
2828,quarantine also known as sam and i trying every flavor of cheesecake from the cheesecake factory,neutral,1
2829,. appointed judges to sc just in case. all was going well according to plan till corona showed up theyre cursing,negative,0
283,mcgowan governments determination to continue with border &amp; social controls w very cautious steps from here sho,positive,2
2830,me wearing a mask doesnt protect me from you. me wearing a mask protects you from me and vice versa. this is becau,neutral,1
2831,a regular successful couple. upper middle class.,positive,2
2832,"you got your stupid, and then you got your yosimite sam stupid,,, is the latter. texas gov. greg abbott encour",neutral,1
2833,brazil: judge bans missionaries from indigenous reserve over covid-19 fears,negative,0
2834,"thats it folks, another golden classics lockdown party awaits us following friday, :30 till :00 on radio2000",positive,2
2835,"its not what happens in life that matters, its what you make of it ",neutral,1
2836,japan set to pay its manufacturers to leave china,neutral,1
2837,why am i not seeing as many tweets as sunday on while today we celebrate patients testing negat,positive,2
2838,i have been saying we need to wait another days to see how the asymptomatic shake,neutral,1
2839,can the lockdown end already?,neutral,1
284,old photo. not lockdown time. just to make sure ppl dont read it otherwise,neutral,1
2840,this is the real story of how coronavirus started. all that kissing.,positive,2
2841,please note new time pm cst- tonight on hlm: florida ignores citizens third party opti,negative,0
2842,honest question- does that allow time to incubate so to speak or do these asym,neutral,1
2843,if you are losing your job or watching your business about to disappear it must be hard to understand why this disp,negative,0
2844,he could want all the states to go bankrupt...giving him more power. he could also blame all that,negative,0
2845,"see images from around mississippi during the coronavirus pandemic,",neutral,1
2846,"phew, another week of work during social distancing complete!",neutral,1
2847,"yes, the fatality rate does change because of the lockdown. why else do you think we are doing it?",negative,0
2848,the mask is such a dark episode. i agree with dilworth that i am surprised this made tv. everything about this feel,negative,0
2849,"while respecting social distancing eectations, please come by the senior parking lot at any of the following time",positive,2
285,how do things like this even happen? there are usually administrators/social workers/cleaners/ kitche,positive,2
2850,have you seen some of s fine print stuff? i suspect you may find that a more appealing depiction of cubi.,positive,2
2851,"this just in anything and i mean anything we say is planned, prepared , deceptive and purposeful  regards, china",neutral,1
2852,saw you on earlier. congrats on your successful fundraising projects.,positive,2
2853,im in seattle. we have stay at home orders until may th. for now,neutral,1
2854,what does social distancing have to do with the number of asymptomatic cases?,negative,0
2855,when you online shop out of boredom of this pandemic.. then realize everything you bought wont be here for like a,neutral,1
2856,"no, mom, i do not care that separate zoom meetings are going on in the house- i want to chew my squeaky bone now",neutral,1
2857,everybody masked up in walmart,neutral,1
2858,trump was still president for the,neutral,1
2859,lockdown is the pits,neutral,1
286,if we survive this pandemic were skipping flirting stages and straight to baecations you can tell me your favorite,positive,2
2860,thank for my lovely birthday wishes from ! ,positive,2
2861,my work setup with my assistant,neutral,1
2862,. the voyages of cinrak the dapper by aj fitzwater shorts the queer redwall you never knew you needed. starring,neutral,1
2863,united airlines taps the eertise of its workforce at its san francisco maintenance base (the moc) to make hand sa,neutral,1
2864,and there you have it. pay up china.,neutral,1
2865,. afdb invests $10m in pan-african healthcare fund. details here:,neutral,1
2866,more people will die and suffer from these lock downs if they are prolonged.,negative,0
2867,"are you required to wear a when you go to the grocery stores, etc..? ",neutral,1
2868,quarantine. just because your company deemed you unessential doesnt mean youre not essential to me. keep on kee,neutral,1
2869,gotta love that my word brief about heb having a covid19 positive worker has more views than my word story,positive,2
287,china what to become world power by all mess. blood suckling demons god almighty is watchi,negative,0
2870,its amusing that you direct your base to disregard the pandemic. thanks! less votes for you!,positive,2
2871,ilhan omar bill would cancel all rent and mortgage payments for duration of covid-19 crisis - via,neutral,1
2872,what kind of awful relationship do you have with your so if . sharing ur ac island . cooking with them . being,negative,0
2873,may be former cm afraid of running bride if marriage will not be done on planned date. we can understand the p,negative,0
2874,"pediatrician stresses ongoing need for childhood vaccines, even during the epidemic",negative,0
2875,these are the people calling it the chinese virus. three mass gatherings in three days during a pandemic with no,neutral,1
2876,please sir am in osun state this lockdown is affecting hunger won kill me for here no amou,positive,2
2877,minutes after opening duval beaches. please remember social distancing.,positive,2
2878,"if you think a country with no covid-19 ready health facilities, effected a so-called lockdown characterised by hug",neutral,1
2879,"for those without a home, bathroom accessibility can be a daily challenge. thank you parks &amp; rec fo",positive,2
288,en/iec60601 standard ~36w series desktop ~48v output medical power supply for medical ventilator.,neutral,1
2880,where are all these people coming from.. like we have been in lockdown for more than two weeks now .. is this a mov,positive,2
2881,what in the world is going on? how in was it predicted that a pandemic would hit the world unlike we had never,neutral,1
2882,were deep enough in quarantine that im turned on by a guy tying a rope,neutral,1
2883,wuhan city approves sanitize us,neutral,1
2884,the most obvious tell is his prominent mole lump in his chin... the made it disap,positive,2
2885,icymi -robert f kennedy jr. ees bill gates vaccine agenda in scathing report,neutral,1
2886,update  klein isd covid-19 read more:,neutral,1
2887,"a doctor in massachusetts on the algorithms the state will use, if necessary, to ration covid-19 care: if it is im",neutral,1
2888,"colin kaepernick contributed $100,000 to a coronavirus relief fund aiding black and brown communities affected by t",positive,2
2889,"no, i think there are enough for whats happening.",neutral,1
289,it would be good to get,positive,2
2890,coronavirus has killed twice as many americans within the past weeks as h1n1 killed in an entire year. ,negative,0
2891,antiviral remdesivir prevents disease progression in monkeys with covid-19,neutral,1
2892,the way my heart does a thing as soon as i see her whipped,neutral,1
2893,wishing we had vine during this quarantine &lt;/3,neutral,1
2894,"will someone tell the protesters of stay at home, that the more they protest, the more spreads, and th",negative,0
2895,santa clara co survey ests actual prevalence in that area is % to %. if that were tru,positive,2
2896,u dont read my tweetz amaksar...,neutral,1
2897,"in one fell swoop, brands can plummet in popularity, companies can crumble and fall and were seeing much of it ami",positive,2
2898,"in lagos since this cases keeps increasing, its obvious this lockdown will reach month....",neutral,1
2899,our govt. is fu*king stupid..they r comparing us with,neutral,1
29,"just dropped on new equipment for stream, girl im hurtin but i needed it.",negative,0
290,". as a result of the covid-19 pandemic and survivors been isolated/quarantined with their abusers, there has been",negative,0
2900,apparently he owned or was invested in an escape room for mil and was complaining that because of,negative,0
2901,"every word that appears on-screen in the guilty gear beta is beautiful nonsense, but this might be my favorite beau",negative,0
2902,i wonder if china ran a simulation called crimson contagion last year?,neutral,1
2903,im so whipped for him even the way he drinks his water is adorable he blep before he drink,positive,2
2904,"the tory government that consistently fails to provide sufficient ppe for our nhs doctors, nurses and support staff",neutral,1
2905,palestinian prisoners in israeli jails are trapped between two enemies.,negative,0
2906,is this proof life-saving ventilators are actually deathtraps? their success rate is appalling and medics are inc,negative,0
2907,"reopening america is based on modeling that measures testing &amp; capacity. liberate means at minimum ,000",neutral,1
2908,unbelievable things that should not be happening in fifa via,neutral,1
2909,want to read some post-covid-19 visioning for aotearoa from women and tangata whenua.the thinks are coming but they,neutral,1
291,hi team zee business i am also facing the same torture from these app based loan companies.,negative,0
2910,i have a rough theory of what happened here and nothing is pretty. foul foul industry. lets see what the receipts produce.,positive,2
2911,the latest the news! thanks to,positive,2
2912,wait for the end,neutral,1
2913,omg!! take much care! take some priobiotics if you can. antibiotics can wreak havoc on the gut micriob,positive,2
2914,"one more time for the people in the back: unemployment is not an incentive to quit your job, its a lifeline for fo",neutral,1
2915,all of us have had to adapt to new realities during covid-19 and many of our communitys most vulnerable are at ris,negative,0
2916,check out what i just added to my closet on poshmark: womens multicolor striped zipper fleece vest.,neutral,1
2917,will healthcare technology be a strong focus post covid-19? read the article here to learn more,neutral,1
2918,these past weeks have been hard my dad and best friend both tested positive for coronavirus. thank you ke,positive,2
2919,von miller is latest athlete to share he has the coronavirus. here are the others,neutral,1
292,jeffpulver: rt jessemckinley: new: nygovcuomo says theres a blueprint for phased re-opening. says it could includ,negative,0
2920,i saw it happen live,neutral,1
2921,how did you get that from my comment? what has happened to your thinking process?,neutral,1
2922,the masks i ordered five months ago finally got here,neutral,1
2923,day ??? in quarantine: that fortnite character gon make me act up,neutral,1
2924,my jaw dropped,neutral,1
2925,yo brozz. guest stars in todays new pauly shore is quarantined with his ex on maui. check it,positive,2
2926,dumped me but i want her back after covid19.,neutral,1
2927,please know the full resources of my office are being used to help those struggling whether relate,neutral,1
2928,as long as the beat accommodate dance rhythm im there ,neutral,1
2929,the government really got yall walking around w dumb ass masks on im ctfu just thinking bout it,neutral,1
293,this weeks plenary session is dedicated to the fight against the coronavirus: unprecedented support for national h,negative,0
2930,making this quarantine my little bitch,negative,0
2931,northwestern: do the right thing. dining &amp; hospitality workers at are an integral p,neutral,1
2932,heres what happens with no oversight...,neutral,1
2933,bbc forced to write a correction.. bbc correction on burberry coronavirus plea,neutral,1
2934,site is now live! in an effort to eand the project &amp; give other creatives an outlet during this ti,neutral,1
2935,"brava to college on a wonderful, community lifting, contactless event tonight - big trucks/thank an esse",positive,2
2936,"the number was closer to ,000 during the entire year. covid-19, under trumps leadership, has killed over ,00",negative,0
2937,yall were always joking around saying i wish we didnt have to go to school and look what happened.,positive,2
2938,i do love harper though,positive,2
2939,the two ladies in this picture are the oil to the engine of you tw,positive,2
294,warning as uk coronavirus outbreak leads to sharp rise in deaths at home,neutral,1
2940,in florida the genuis is abundant. these folks want the virus to visit them asap. its hard to comprehend this lev,negative,0
2941,"to be fair, theres like in this picture people who are social distancing",positive,2
2942,sanghi bhakts were boycotting muslims and didnt want to buy products that muslims sold. lets see you say no to th,neutral,1
2943,"hi twitter, i got bored during quarantine",negative,0
2944,"/  for cases that result in death, the average time from infection to deathusually as the patient is breathing",positive,2
2945,"congrats skip  (btw, we dont want to be mean doe, dont be sad)",negative,0
2946,coronavirus pandemic shuts factories and closes shops across china,neutral,1
2947,[newsweek] u.s. intelligence agencies havent agreed on any one theory about how originated,positive,2
2948,"im sorry, but they should not be allowed to go to the hospital, if they get sick. they selfishly put ot",negative,0
2949,can someone elain to me why is encouraging people to ignore his own social distancing guidelines,negative,0
295,i woke up in a good mood i hope nothing happen thanks,positive,2
2950,"the state says this week, its mailed out ,801 of the $600 weekly federal unemployment checks meant to supplement",negative,0
2951,i agree let him get the first real vaccine. what an ass,neutral,1
2952,its the chinese virus. not the china man virus,neutral,1
2953,put it inside of the mask !!,positive,2
2954,its free pizza friday! (and a hair reveal!) to win your very own $25 gift card visit the link in my bio,positive,2
2955,betrayal is a game that can end in a leprechaun having to run up and down a corridor to build up speed to damage a,negative,0
2956,but why are they moving him to a unit w/ parients,neutral,1
2957,lockdown weighs heavily on orthodox christians during easter,neutral,1
2958,"prison to ice transfer is why survivors like liyah birru, ethiopian immigrant woman punished for self-defense, is l",neutral,1
2959,more people died in day than on /11... for now consecutive days. let that sink in.,neutral,1
296,"what is happening? apparently this sba program is a failure or a fraud,.... s.o.s.d.d. sk sba small bus",negative,0
2960,quarantine isnt too bad after all,negative,0
2961,dont worry about me my love invest all your worry towards finding out why you would salute corona. its needed there the most.,negative,0
2962,"nrdcs kristi pullen fedinick: communities that lack safe water tend to face poor air quality, poor access to healt",neutral,1
2963,"we just got a robocall from , reminding everyone to wear face masks  but imploring residents to pl",positive,2
2964,"no evidence that antibody tests show immunity to coronavirus, warns who",neutral,1
2965,the most worrying thing about this whole pandemic is how its turned every person on earth into a karen,negative,0
2966,ok ok,neutral,1
2967,president trump: - media completely failed in accurately reporting americas testing capabilities - we estimates th,negative,0
2968,"does this look social distancing, fuckers?",negative,0
2969,from albertas covid-19 update: flushable wipes are a product lie. they dont actually disintegrate in water and,neutral,1
297,the so called doctor who only wants to protect us from the china virus is % [ds]. his agenda wasnt to help amer,negative,0
2970,who slipped the hgh into his big mac?,neutral,1
2971,"jake, jake, its a crock of bull-puckey. look at her crazy background. notice how she never said diddly",neutral,1
2972,tory conservative government allegedly aload of posh twats nothing good ever or will ever come from them self cente,negative,0
2973,"so theyve discovered... p3 respirator masks, basically am i going fucking insane or something, complete civilians",neutral,1
2974,but this looks like photoshopped work ,positive,2
2975,anthony davis (8th seed) - no jrue holiday. marc gasol (5th seed) - no mike conley. james harden (2nd seed) - cli,positive,2
2976,there is nothing presidential about a leader claiming tens of thousands of deaths as a good job.,positive,2
2977,china attempted to cover up the initial covid-19 outbreak. its made no effort to identify who patient zero was.,neutral,1
2978,itd be nice if our president stopped calling politically inconvenient facts fake news and misinformation,neutral,1
2979,"in asia they neved stopped using the svastika as a symbol for divinity, so yes.",positive,2
298,kick-start your agency out of lockdown - key webinar this morning,neutral,1
2980,a black miami doctor was handcuffed outside his home last week while on his way to hand out tents to the citys hom,neutral,1
2981,the official death toll from covid-19 has been shockingly high in many countries. but excess mortality rates show i,negative,0
2982,its probably not wise to start any political uproar in our country during the mids,positive,2
2983,"in the new york times, ignored the cuomo hagiography to put together an important timeline of how bo",negative,0
2984,multiple sex abuser who might have also sexually abused children versus maybe possible inappropriate,negative,0
2985,"ugh, her sex appeal!",negative,0
2986,"despite complaints from some governors about inadequate supplies of coronavirus testing supplies, says eerts",negative,0
2987,you can keep the apron on. [coffee shop au | | +],neutral,1
2988,"new: florida had ,413 new reported cases of covid-19 friday, the highest number of new cases since the outbreak be",negative,0
2989,this mon &amp; tues (4/20-21) the team at opendoors have a special holiday lineup prepped! not just a festival - also,positive,2
299,"germany set to lift lockdown cautiously, while calls for uk exit strategy get louder ",neutral,1
2990,"just in: nearly ,000 people have died of coronavirus in us nursing homes",neutral,1
2991,theres an army just waiting run coronavirus tests. but theyre still waiting for swabs,neutral,1
2992,all we have to decide is what to do with the time that is given to us. - j.r.r. tolkein  day by day no eectati,positive,2
2993,the vp x ligo sardines. the collab we are all waiting to happen.,positive,2
2994,via: the gatesmri and the institutpasteur have entered into an exclusive collaboration,neutral,1
2995,looks like have more people criticize than arranging solutions. stay home and protect the people is fitting for all of you.,neutral,1
2996,"while fauxci is yaketing, people are dying. or actually, not any more! he says he tested negative for sars-covid ,",positive,2
2997,the commodores - slippery when wet-(w commodores),neutral,1
2998,money laundering? and his family would never! but they did. donald trump is corrupt. his family,neutral,1
2999,the alumni field lights are now lit in honor of the and our local heroes on the front lines of the cov,positive,2
3,prof chris dayas heads his own lab in the school of biomedical sciences &amp; pharmacy his research ai,neutral,1
30,does anyone just forget to fall asleep and eat like me? apparently thats my theme for quarantine.,positive,2
300,corona virus can be contained but there seems to be no cure for virus of communal hate.,negative,0
3000,"convalescent plasma therapy for severe covid-19: within days, most patients had improved clinical symptoms, highe",neutral,1
3001,"i wonder if theyll make a movie called lockdown and overdramatise certain bits so when im old, i can tell my gr",positive,2
3002,christ!,neutral,1
3003,is a meanie! not,positive,2
3004,so americans are somehow different from the rest of the human race? other countries,positive,2
3005,"and just in case you didnt notice, people died today from coronavirus in nigeria. today alone. as you go to bed",negative,0
3006,but every music journal hailed mbdtf as the best album of the past decade. and if rappers were to make any collab a,positive,2
3007,you never know whats gonna happen when drops by he joins &amp; next on am es,neutral,1
3008,we have got to come down hard on china for what what they have done and their cover ups!!!,positive,2
3009,how many days are we from learning the extent of astroturfing behind these end the lockdown riots,neutral,1
301,such a policy would create an economic wasteland. no vaccine exists. it could take months to create; then m + to,negative,0
3010,see what happens,neutral,1
3011,this dumbass has a covid-19 is a lie sign while wearing a whole hazmat suit and a mask,neutral,1
3012,im not in the medical field and over half of my email is covid related. i have multiple fold,neutral,1
3013,hydroxychloroquine: texas trial on nursing home coronavirus patients finds near perfect success rate - glenn beck,positive,2
3014,you should stay in lock down until the virus stops infecting people but it will only stop infecting people if we al,neutral,1
3015,covid-19 hitting the beach....,neutral,1
3016,me after the quarantine.,neutral,1
3017,where are you getting your stats from? this is from the cdc site: (,neutral,1
3018,its the hardest part of the quarantine,neutral,1
3019,stay safe and remember social distancing,positive,2
302,"this is wild. the governor of nairobi, kenya announced that are giving small bottles of henness",negative,0
3020,rt if you wish you were quarantined with me,neutral,1
3021,it works... sort of... but digging into what passes/fails the voight-kampff test (and why) is really interesting.,positive,2
3022,another friday night to show our support |,positive,2
3023,hey little brother nick. im sorry about the loss of the end of your senior year at as well as your,neutral,1
3024,the who has issued a warning against antibody tests which dont work and cannot guarantee that those who have been,neutral,1
3025,today i heard hes going to make everyone wear masks of they go out in public,neutral,1
3026,congratulations kkm . they found good antigen from south korea . cost about rm . mass target testing and random,neutral,1
3027,"idk, some of it just comes from eerience. its not until you do a fuckup or see some",negative,0
3028,"had you put a plan in place to distribute ppe, ventilators, and testing you would be the hero many",positive,2
3029,to times more people have already had per study. mortality rate much lower. recovery ra,negative,0
303,ill be clapping for carers tonight as everyone of them are heroes. but the best way to recognise that is decent pa,neutral,1
3030,is your company aim to loot customers and make profit during lockdown ? my booking is over and m being o,positive,2
3031,heartbreaking: -year-old local father ted le has died of while waiting for a possible plasm,negative,0
3032,white people put us through all that slavery just to have their kids on ig live biting cacti and eating literal shit to impress rappers ,neutral,1
3033,"if spread cannot prevented, then focus should be on the controlled spread, to prevent hospitals ov",neutral,1
3034,it makes me laugh when ppl post pictures of quarantining and social distancing when they quite literally arent,positive,2
3035,"who unsure antibodies protect against covid, little sign of herd immunity",neutral,1
3036,word.,neutral,1
3037,"cuomo asked for lots of ventilators and hospital beds, but didnt need most of them. javit ctr and",neutral,1
3038,he is putting millions of people in danger of contracting covid-19. his unhinged rantings and calls for people to,neutral,1
3039,wash your hands,neutral,1
304,i just be horny &amp; bored all quarantine,negative,0
3040,"you give and you give. its all you know how to do. sad, isnt it. youre so addicted to me. caught in my web. trap",negative,0
3041,on the news: canadian airlines now to require passengers to wear non medic masks on flights. then added you would b,neutral,1
3042,day ??? of quarantine: just asked my mom if shed read the new jim crow with me if i bought it,neutral,1
